dataset,method,threshold,threshold_std,accuracy,accuracy_std,f1,f1_std,g,g_std,lima,lima_std,p_minus,p_plus
yeast_ml8,Li \& Ma tree (ours; PK-CCN),0.17438933783243926,0.020469722184081933,0.15308233347124534,0.051700452460881736,0.14303584814154036,0.00379614840451746,0.2720887603746288,0.001940763503925879,5.24442572155492,0.8525997988814283,0.2,0.2
scene,Li \& Ma tree (ours; PK-CCN),0.22138983975195595,0.02675266099065948,0.4055670959700873,0.1500860451419453,0.16868579119921565,0.016069996695502457,0.2739498110623382,0.015288762047621187,5.178467756817552,1.136791052989148,0.2,0.2
libras_move,Li \& Ma tree (ours; PK-CCN),0.41976611176830964,0.028357708341506832,0.8866666666666667,0.04832854382399853,0.4083307169021454,0.10843421706524078,0.42867224324558634,0.10248044903246845,2.9852174624623986,1.3994347662167008,0.2,0.2
thyroid_sick,Li \& Ma tree (ours; PK-CCN),0.34088627027266916,0.01687935471296683,0.9742311770943797,0.0013175793891610935,0.7874102363432973,0.01349912481858162,0.7876819007975846,0.013336809151237156,16.122517046491318,0.9716829966388766,0.2,0.2
coil_2000,Li \& Ma tree (ours; PK-CCN),0.19158843783904916,0.0222497304594257,0.20026471187130931,0.09392505011900555,0.12202971220025953,0.007643991211773279,0.24568384005648874,0.0042340088653856885,8.813302572480843,1.2558018195891756,0.2,0.2
arrhythmia,Li \& Ma tree (ours; PK-CCN),0.27730263622295287,0.057792794400815216,0.6743362831858407,0.16804987018482395,0.18060975232523752,0.089374795961787,0.24010058120943895,0.07132954322338458,1.6404085486733784,1.2846591814239552,0.2,0.2
solar_flare_m0,Li \& Ma tree (ours; PK-CCN),0.2717271056643224,0.06421795402790766,0.676889848812095,0.22044843335141484,0.16688639738126615,0.0512211949531891,0.23206723123680942,0.037258314207232045,3.592293592712629,1.4710751228374166,0.2,0.2
oil,Li \& Ma tree (ours; PK-CCN),0.36457216319798585,0.07547638730568418,0.8937033084311633,0.08205440664580106,0.3180433782931008,0.07491938085079859,0.3656469172647626,0.05304143149976123,3.5984639278852,0.502189880820261,0.2,0.2
car_eval_4,Li \& Ma tree (ours; PK-CCN),0.2901749845554151,0.01952131100061575,0.9523148148148148,0.02439357958491754,0.5871109368121525,0.11397217054812947,0.6168584264208311,0.09191760664580055,6.72013971265329,1.9884662623968703,0.2,0.2
wine_quality,Li \& Ma tree (ours; PK-CCN),0.2529892135201772,0.013621473845139724,0.7756635361371989,0.10778531579073125,0.17347403275706208,0.055331528017682444,0.23609995899940778,0.03947664837389786,4.226990137417293,1.5522336956238625,0.2,0.2
letter_img,Li \& Ma tree (ours; PK-CCN),0.3847165693656768,0.03367467488414268,0.98681,0.0012136721138759493,0.8074530155814973,0.008709705988510367,0.8111926994606723,0.010620298516151639,28.316520640659974,1.2828181362551965,0.2,0.2
yeast_me2,Li \& Ma tree (ours; PK-CCN),0.2799941893039078,0.034581431773618755,0.8087601078167117,0.09520373411738638,0.203239800598088,0.07241623290415543,0.27000748217266224,0.045756041862228085,2.363944689359468,1.2820733715894526,0.2,0.2
webpage,Li \& Ma tree (ours; PK-CCN),0.2483933140492361,0.008026279454524466,0.9770327774583094,0.002516873185266198,0.567574355683118,0.03988324281542465,0.5696480457568306,0.03933062339843752,23.17925515984997,1.6460845886863855,0.2,0.2
ozone_level,Li \& Ma tree (ours; PK-CCN),0.25846034829497305,0.03280243559255099,0.7514984227129338,0.16627721800151482,0.14337611607235684,0.052809131856020375,0.218337202812639,0.04954550986224147,2.1505698179008887,1.089970056374876,0.2,0.2
mammography,Li \& Ma tree (ours; PK-CCN),0.35675135241112155,0.009912947072073196,0.9817937941518377,0.003293817954601432,0.5948844581291356,0.02533066473938346,0.5990245022384524,0.024603320688892417,13.068026347324041,0.8402907150228727,0.2,0.2
protein_homo,Li \& Ma tree (ours; PK-CCN),0.3464820322088865,0.007655749565396456,0.9968562822896583,2.8865234499885295e-05,0.792349951031442,0.0017827045339417027,0.8047279753644518,0.001881594747644483,37.104929965690516,1.2259953355782645,0.2,0.2
abalone_19,Li \& Ma tree (ours; PK-CCN),0.2518490985404084,0.06790166081498325,0.644146516638736,0.24780264305307828,0.013280300685677465,0.006764713549870124,0.048729839506709234,0.036254896268018325,0.3850894725618279,0.5806809218223487,0.2,0.2
