dataset,method,threshold,threshold_std,accuracy,accuracy_std,f1,f1_std,g,g_std,lima,lima_std,p_minus,p_plus
oil,Li \& Ma tree (ours; PK-CCN),0.5884432592809671,0.06049598559866345,0.8072572038420491,0.21460942903616267,0.2533247528697838,0.10396915458843478,0.2918001377359022,0.07498775462298586,0.9914462803669599,1.4329102126661055,0.5,0.1
car_eval_4,Li \& Ma tree (ours; PK-CCN),0.5412274116734299,0.05109594633727295,0.81875,0.17274785378595683,0.2776777300260997,0.17927376374944906,0.32296249367604524,0.14614664794470028,1.9977618917152598,1.8529316304737296,0.5,0.1
wine_quality,Li \& Ma tree (ours; PK-CCN),0.5674275108986369,0.05075406944208858,0.7899142507145773,0.16814202771656156,0.14927312222265104,0.04636997312276542,0.19355746394998025,0.019864221150809554,1.8916165850383593,1.1669964984583097,0.5,0.1
letter_img,Li \& Ma tree (ours; PK-CCN),0.6288599723476507,0.011333948182818123,0.98621,0.0010538026380684275,0.7829111972177871,0.01749326562143911,0.7927195573018458,0.01702759407687201,18.02345531530861,0.7015905151956883,0.5,0.1
yeast_me2,Li \& Ma tree (ours; PK-CCN),0.5827378681577529,0.02255414626388392,0.8221024258760108,0.1123135668463648,0.13562567505104808,0.04727115234101284,0.16990605396060462,0.04174692749728716,0.3914269612423339,0.6609855628207761,0.5,0.1
webpage,Li \& Ma tree (ours; PK-CCN),0.5489023031972284,0.004416216731892741,0.9775675675675675,0.0015532020278801232,0.5410947179312304,0.07485782452762041,0.5507354458242183,0.06046114468008496,13.653168218271531,1.7588987444491777,0.5,0.1
ozone_level,Li \& Ma tree (ours; PK-CCN),0.5387684805596149,0.047465144358213085,0.6565457413249212,0.20659845386793765,0.08940500852690479,0.02643955920914156,0.15603984395668616,0.034100516079960355,0.843720232991276,0.8498507849420334,0.5,0.1
mammography,Li \& Ma tree (ours; PK-CCN),0.6233011459827337,0.0362047283981161,0.9797371009568094,0.0025438789713842533,0.549211568324848,0.011872333532841846,0.5537503492234078,0.013316986222960337,8.172809767485735,0.9502278313185331,0.5,0.1
protein_homo,Li \& Ma tree (ours; PK-CCN),0.6142047169840422,0.01688939125796635,0.9967739500929668,4.4038961066157816e-05,0.7840575457472777,0.0024886476391155973,0.7986812061159624,0.0029138710337166815,23.982811043117575,0.67888340081373,0.5,0.1
abalone_19,Li \& Ma tree (ours; PK-CCN),0.5422193637570288,0.05462629621119355,0.6748862820205889,0.29484964911222106,0.013220779254643262,0.008075136957191519,0.044560120139657246,0.028443540613493426,0.17937647455947595,0.22297165075791575,0.5,0.1
